image_name,question,answer
000000005712.jpg,lá cờ đỏ trên mỗi con tàu là quốc kỳ của nước nào ?,lá cờ là quốc kỳ của nước việt nam
000000005396.jpg,người phụ nữ áo đỏ đang cầm gì trên tay ?,đang cầm một tấm vải trên tay
000000001366.jpg,tổng đài của viettel là gì ?,tổng đài của viettel là 18 008 098
000000002994.jpg,gọi điện cho số máy nào để liên lạc với cửa hàng có hai chậu cây đặt ở trước cửa ?,0243255379
000000002259.jpg,đường đến quốc lộ 1 là gì ?,rẽ phải
000000010022.jpg,cửa hàng đang khuyến mãi kinh doanh mặt hàng gì ?,cửa hàng bán quần áo và phụ kiện thời trang
000000009989.jpg,cửa hàng mê tít có số điện thoại là gì ?,0437150438
000000002972.jpg,số điện thoại của tiệm này là gì ?,số điện thoại của tiệm này là 0169 6960 199
000000000967.jpg,sushi trứng cá 2 màu có giá bao nhiêu 1 cái ?,5 000 đồng
000000008890.jpg,có bao nhiêu chiếc xe máy ?,có hai chiếc xe máy
000000006936.jpg,có bao nhiêu biển báo cấm được đặt bên đường ?,có một biển báo cấm được đặt bên đường
000000007092.jpg,người đàn ông áo đen đang làm gì ?,đang phun nước làm sạch tường và nền
000000004546.jpg,cánh cửa nào của cửa ra vào được mở ra ?,cánh cửa bên phải được mở
000000009021.jpg,cửa hàng này bán món gì ?,cửa hàng này bán cà phê và bánh mì
000000010377.jpg,dòng chữ màu đỏ ghi gì ?,ghi hà nội mới
000000004771.jpg,người phụ nữ này đang ngồi ở đâu ?,đang ngồi ở bên vỉa hè
000000010810.jpg,quán ăn đằng sau người mẫu đang đứng chuyên bán món gì ?,bún
000000007045.jpg,những người mặc áo sơ mi trắng đều mặc quần gì ?,quần tây đen
000000003930.jpg,bé trai mặc áo đen đang làm gì ?,bé trai mặc áo đen đang thắp nhang
000000007724.jpg,chiếc xe bốn bánh gần nhất có màu gì ?,có màu trắng
000000002418.jpg,thầy nguyễn ngọc án dạy thêm môn gì ?,môn toán
000000007473.jpg,người phụ nữ mặc áo đỏ đang đứng ở đâu ?,ở trong một gian hàng bán thực phẩm trong một khu chợ
000000008872.jpg,cửa hàng này thuộc công ty nào ?,thuộc công ty cổ phần bán lẻ kỹ thuật số fpt
000000009690.jpg,đây là những bát gì ?,những bát chè
000000005378.jpg,những người này di chuyển bằng phương tiện gì ?,ghe
000000010675.jpg,chiếc bảng báo giảm giá có hình thù như thế nào ?,"hình chữ nhật , nền hồng , viền đen và chữ trắng"
000000011151.jpg,một cân bầu sao được bán với giá bao nhiêu ?,một cân bầu sao được bán với giá 15 000 đồng
000000001516.jpg,số điện thoại liên hệ để đặt vé máy bay là gì ?,19 001 886
000000003146.jpg,bài báo này được viết để kỷ niệm bao nhiêu năm chiến thắng điện biên phủ trên không ?,kỷ niệm 45 năm
000000003022.jpg,chữ tàu ngầm có màu gì ?,có màu trắng
000000004547.jpg,người đàn ông đứng sau cô gái mặc áo khoác hồng đang đứng tại vị trí nào trong hàng người chờ tính tiền ?,vị trí thứ ba
000000010832.jpg,có bao nhiêu món ăn được trưng bày trên kệ hàng ?,có ba món ăn được trưng bày trên kệ hàng
000000010135.jpg,bầu trời trong bức ảnh trông như thế nào ?,bầu trời mát mẻ
000000008955.jpg,có tất cả bao nhiêu người đang bước trên bậc thang ?,hai người
000000006385.jpg,người đang leo qua hàng rào mặc quần màu gì ?,người đang leo qua hàng rào mặc quần màu đen
000000010396.jpg,những người chạy xe đang làm gì ?,những người chạy xe đang đợi đèn đỏ
000000006129.jpg,có bao nhiêu người đang ngồi trong cửa hàng ?,một người
000000006061.jpg,những hoạt động nào bị tạm ngừng tại công viên ?,"những hoạt động vui chơi , thể dục , sinh hoạt hội nhóm bị tạm ngừng tại công viên"
000000003159.jpg,số điện thoai giao hàng nhanh bao nhiêu ?,0377728777
000000001927.jpg,công ty tnhh đỗ quyên kinh doanh về lĩnh vực gì ?,lĩnh vực nông nghiệp
000000009239.jpg,tên nhà hàng trên bảng hiệu được thiết kế với màu gì ?,màu vàng
000000005504.jpg,hai người này là ai ?,là bộ đội biển
000000001318.jpg,công ty này được đặt tên là gì ?,cường phú thịnh
000000001226.jpg,có bao nhiêu người đàn ông ?,có ba người
000000007175.jpg,người đàn ông áo xanh dương đang tưới cây gì ?,cây quất
000000001906.jpg,trên áo hai bạn có số gì ?,số 69
000000002522.jpg,đây là quán cà phê nào ?,quán cà phê lối mòn
000000004426.jpg,cặp đôi này đang đứng ở chỗ nào ?,họ đang đứng trước cổng đình
000000001555.jpg,chủ hiệu kim hoàn ở đâu ?,ở hà thành
000000011158.jpg,người phụ nữ đội nón hồng đang có hành động gì ?,đang cài nón bảo hiểm
000000009745.jpg,bảng thông báo nói về cái gì ?,thông báo về việc gửi xe
000000003033.jpg,có bao nhiêu người mặc áo dài màu xanh dương ?,có bốn người mặc áo dài màu xanh dương
000000000955.jpg,bệnh nhân được sàng lọc tại đâu ?,bệnh nhân được sàng lọc tại phòng khám riêng
000000005280.jpg,nhóm học sinh này đang đứng ở đâu ?,ở trước một bước tượng của một nhân vật lịch sử
000000006966.jpg,người đàn ông mặc áo trắng đang làm gì ?,đang đến mua nhang
000000005961.jpg,món bánh này được gói bằng lá màu gì ?,món bánh này được gói bằng lá màu xanh lá
000000010048.jpg,những người này đang ăn nhậu vào buổi nào ?,họ đang ăn nhậu vào buổi tối
000000009822.jpg,đây là đâu ?,"chốt kiểm soát phòng , chống dịch covid-19"
000000010350.jpg,giấy chứng nhận được trao cho nhà hàng nào ?,nhà hàng bánh xèo ăn là ghiền
000000007155.jpg,ai là người bán hàng trực tiếp cho người phụ nữ mặc áo xanh lá ?,người đàn bà mặc đồ bộ màu tím
000000009167.jpg,loại táo queen nhập khẩu được bán trong siêu thị này với giá bao nhiêu một cân ?,79 900 đồng
000000001130.jpg,đặt chè hay trà sữa từ quán ngọc ánh qua đường dây nóng nào ?,0985463956
000000001017.jpg,chương trình giảm giá được áp dụng tới bao lâu ?,tới ngày 19 tháng 7
000000008990.jpg,tỏi lý sơn có giá bao nhiêu ?,"tỏi lý sơn 500 gr giá 88 900 đồng , tỏi lý sơn 250 gr giá 45 900 đồng"
000000006321.jpg,bé gái áo trắng đang đưa tay nào ra phía trước ?,bé gái áo trắng đang đưa bản tay phải ra phía trước
000000009457.jpg,chiếc cổng là của ngôi đền nào ?,đền gốc sung
000000004026.jpg,người phụ nữ đang cầm bao nhiêu gói mỳ ?,đang cầm hai gói mỳ
000000005540.jpg,có bao nhiêu người ở phía trái ?,hai người
000000009488.jpg,cái cầu thang được thiết kế đặt ở bên nào của căn nhà ?,bên phải
000000007393.jpg,có bao nhiêu cái ti vi ?,có một
000000001934.jpg,số điện thoại của cửa hàng điền là gì ?,số điện thoại của cửa hàng điền là 0913 410 419
000000000921.jpg,tên viết tắt của đại học ngoại ngữ là gì ?,tên viết tắt của đại học ngoại ngữ là ulis
000000002347.jpg,các dịch vụ của công ty bắc từ liêm là gì ?,"là thông tin , quảng cáo , rao vặt"
000000000820.jpg,tay phải cô gái áo thun đen đang cầm gì ?,cầm điện thoại
000000000865.jpg,tỉ lệ sỡ hữu cổ phần của tổng công ty bảo việt nhân thọ là bao nhiêu ?,"6 , 62%"
000000004439.jpg,có bao nhiêu chiếc xe hơi màu trắng ?,có hai chiếc xe hơi màu trắng trên đường
000000001968.jpg,số điện thoại dùng để liên hệ với phiên chợ là gì ?,02703837890
000000000805.jpg,chiếc xe của hai người là loại xe gì ?,xe đạp
000000005116.jpg,người đàn ông lặn với bao nhiêu người ?,một người
000000002188.jpg,vé số này có số bao nhiêu ?,có số là 528 101
000000011051.jpg,những bộ quần áo được treo này có giá bao nhiêu ?,100 000 đồng
000000009022.jpg,người đàn ông này bán những mặt hàng gì ?,bán cây thông trang trí giáng sinh
000000007886.jpg,có mấy người đội nón lá ?,có một người đội nón lá
000000010379.jpg,bức ảnh được chụp ở đâu ?,trên một con sông
000000004285.jpg,cô gái mặc áo vàng đang đeo thứ gì trên mặt ?,cô ấy đeo kính râm
000000000684.jpg,ti vi này thuộc hãng nào ?,thuộc hãng sony
000000004367.jpg,có bao nhiêu người đội nón lá đang ngồi trước mặt hai người bảo vệ ?,có hai người đội nón lá
000000001995.jpg,điểm đón khách nằm ở vị trí nào ?,vị trí số 7
000000010131.jpg,người phụ nữ đang đứng ở đâu ?,đang đứng cạnh cửa ra vào căn nhà
000000008993.jpg,đồng hồ trên chồng sách chỉ mấy giờ ?,đồng hồ trên chồng sách chỉ bảy giờ năm mươi
000000008927.jpg,có lá cờ gì được treo trên mái siêu thị này ?,lá cờ đỏ sao vàng
000000008629.jpg,tên của khu chợ là gì ?,chợ bến thành
000000008769.jpg,hai bên đường đi người ta chất những gì ?,chất những bó rơm
000000003969.jpg,sàn có màu gì ?,sàn có màu đỏ
000000008611.jpg,có bao nhiêu người đang đứng ?,có sáu người đang đứng
000000007425.jpg,nhóm học sinh đang đi tham quan ở đâu ?,khu di tích lịch sử
000000002438.jpg,đại học ngoại ngữ tổ chức bao nhiêu hội thảo ?,"khoảng 30 hội thảo , tọa đàm"
000000008024.jpg,những người mặc quân phục màu trắng đang dùng phương tiện gì để hộ tống đoàn xe ô tô ?,xe mô tô
000000006579.jpg,cô gái đang đeo thứ gì ?,cô gái đang đeo một chiếc túi xách
000000004753.jpg,người ta bày bàn ghế ra đường để làm gì ?,để tiếp đón khách đến ăn uống
000000008087.jpg,người đàn ông mua cái gì ?,mua một ít trái cây
000000004822.jpg,đây là nơi nào ?,đây là một bảo tàng
000000006167.jpg,người phụ nữ mặc áo hồng định mua mặt hàng nào ?,bánh
000000007879.jpg,bức ảnh này chụp về cái gì ?,chụp về nội thất của một căn nhà
000000002616.jpg,mức giá áp dụng đên ngày nào ?,27 / 09 / 2015
000000004475.jpg,có bao nhiêu người đang ở trên con thuyền ?,có bốn người đang ở trên con thuyền
000000004445.jpg,tên của cửa hàng là gì ?,cơm niêu thọ nghiệp
000000007243.jpg,chiếc bình thuỷ có màu gì ?,chiếc bình thuỷ có màu xanh lá
000000009460.jpg,"có bao nhiêu đứa trẻ mặt áo sọc ngang với ba màu xanh dương , xám và trắng ?",hai
000000006184.jpg,những người này đang dùng gì để bịt mắt chơi trò chơi ?,họ dùng khăn màu đỏ để bịt mắt
000000005403.jpg,cô gái đang làm gì ?,đang lựa thực phẩm
000000002344.jpg,thắng cảnh này ở tỉnh nào ?,ở tỉnh lâm đồng
000000006216.jpg,cô gái và chàng trai đang cầm chung một thứ gì ?,cô gái và chàng trai đang cầm một bó hoa
000000000714.jpg,đây là gì ?,đây là quán bún chả
000000005334.jpg,có hai người phụ nữ đang bước ở chỗ nào ?,có hai người phụ nữ đang bước trên bậc thềm
000000002745.jpg,sản phẩm này đang được bày bán tại cửa hàng nào ?,sản phẩm này đang được bày bán tại cửa hàng vinmart
000000001516.jpg,chuyến máy bay từ phú quốc ra hà nội có giá bao nhiêu ?,999 000 đồng
000000005978.jpg,chiếc thuyền nào chở nhiều người nhất ?,chiếc thuyền ngay bên phải cầu tàu
000000010267.jpg,những khách du lịch trên chiếc xe này đang đi tham quan ở đâu ?,hà nội
000000004568.jpg,người phụ nữ đang làm gì ?,đang tạo dáng để chụp ảnh
000000004080.jpg,bức ảnh đang chụp công ty nào ?,bức ảnh đang chụp công ty viettel đồng nai
000000002218.jpg,"chữ "" truyện "" được trang trí màu gì ?","chữ "" truyện "" được trang trí màu vàng"
000000009803.jpg,tiệm vàng có tên là gì ?,tiệm vàng có tên là kim liên
000000008370.jpg,người phụ nữ đang đứng ở đâu ?,cô ấy đang đứng ở cửa
000000009916.jpg,những người đang đi bên ngoài siêu thị đều mặc áo màu gì ?,màu đỏ
000000001251.jpg,số nhà của cửa hàng rèm và bọc đệm ghế là gì ?,số nhà của cửa hàng là 2
000000009888.jpg,cửa hàng phục vụ những sản phẩm gì ?,cà phê và kem
000000002206.jpg,cầu chịu được tải trọng bao nhiêu ?,cầu chịu được tải trọng 25 tấn
000000004214.jpg,những người này đang tham gia sự kiện gì ?,tham gia một lễ hội truyền thống
000000002666.jpg,dịch vụ vay tiền tima như thế nào ?,có thể vay trong ngày
000000006975.jpg,có bao nhiêu cô gái giữ dải băng đỏ ?,có hai cô gái giữ dải băng đỏ
000000004342.jpg,cô gái đang cầm cái gì ?,cầm cái nón
000000004513.jpg,hình ảnh con người trong bức tranh được vẽ mặc trang phục gì ?,áo dài
